Time,Timestamp,Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10
4.344,2026-04-09 12:18:30.301811,-10.915352,-11.348898,-20.205547,-5.507534,-14.426448,-12.203827,-14.071033,-13.434878,7.000000,0.000000
4.348,2026-04-09 12:18:30.305811,-11.222272,-15.798828,-20.427485,-5.079463,-16.865261,-12.151131,-10.784900,-13.312726,7.000000,0.000000
4.352,2026-04-09 12:18:30.309811,-12.742285,-18.494671,-15.393456,-5.355972,-18.851446,-14.247129,-8.304570,-12.331889,7.000000,0.000000
4.356,2026-04-09 12:18:30.313811,-14.267851,-18.601751,-9.833835,-7.092594,-20.099752,-17.424744,-7.133738,-8.990117,7.000000,0.000000
4.360,2026-04-09 12:18:30.317811,-13.783238,-17.207272,-6.394037,-7.549945,-20.784494,-16.996517,-6.492715,-6.672105,7.000000,0.000000
4.364,2026-04-09 12:18:30.321811,-9.573804,-14.040149,-2.091606,-6.185741,-17.484009,-12.831022,-5.525658,-6.569071,7.000000,0.000000
4.368,2026-04-09 12:18:30.325811,-2.677435,-9.644788,2.201141,-4.239049,-11.392093,-7.309432,-5.154218,-5.157368,7.000000,0.000000
4.372,2026-04-09 12:18:30.329811,2.326453,-6.120451,2.099667,0.321086,-4.760971,-1.248798,-5.397045,-1.275140,7.000000,0.000000
4.376,2026-04-09 12:18:30.333811,4.705688,-2.333097,-0.767803,7.025738,3.469869,4.170409,-4.393234,1.885745,7.000000,0.000000
4.380,2026-04-09 12:18:30.337811,6.330695,4.120849,-0.975848,12.426405,12.630461,9.533679,-1.042702,4.908237,7.000000,0.000000
4.384,2026-04-09 12:18:30.341811,6.286396,12.412374,3.410110,16.751200,19.297848,14.331288,3.111810,9.802588,7.000000,0.000000
4.388,2026-04-09 12:18:30.345811,9.182198,17.414703,10.396299,20.133526,22.491018,16.689962,6.789491,12.332909,7.000000,0.000000
4.392,2026-04-09 12:18:30.349811,15.751646,16.105768,15.933523,22.567215,22.749603,16.187128,10.938975,13.248114,0.000000,0.000000
4.396,2026-04-09 12:18:30.353811,19.142599,12.553955,17.614605,23.697901,19.837692,14.067678,14.286618,14.173182,0.000000,0.000000
4.400,2026-04-09 12:18:30.357811,19.563843,10.259237,15.110662,20.852688,15.518649,12.061211,14.667081,12.014295,0.000000,0.000000
4.404,2026-04-09 12:18:30.361811,18.663202,7.882266,11.011441,16.982189,12.247258,9.905716,12.239871,9.691093,0.000000,0.000000
4.408,2026-04-09 12:18:30.365811,14.618711,4.201369,10.965940,16.856659,8.476027,7.197428,8.458244,10.392125,0.000000,0.000000
4.412,2026-04-09 12:18:30.369811,9.968837,3.131772,13.294950,17.522253,4.052414,6.317955,5.511017,11.754730,0.000000,0.000000
4.416,2026-04-09 12:18:30.373811,7.053216,2.812376,12.296097,15.721313,0.475366,8.812587,3.702329,10.854345,0.000000,0.000000
4.420,2026-04-09 12:18:30.377811,2.997449,-1.299114,8.170408,10.010646,-4.134440,11.034096,2.926324,6.737213,0.000000,0.000000
4.424,2026-04-09 12:18:30.381811,-4.328725,-3.347667,2.313812,0.699368,-7.451986,9.509572,3.122979,0.962454,0.000000,0.000000
4.428,2026-04-09 12:18:30.385811,-12.992299,-2.370994,-3.082532,-7.761729,-6.696889,4.516157,2.661654,-2.875398,0.000000,0.000000
4.432,2026-04-09 12:18:30.389811,-19.833277,-4.072379,-6.623481,-12.738897,-4.764430,-2.291167,-0.703671,-1.221957,0.000000,0.000000
4.436,2026-04-09 12:18:30.393811,-21.344812,-7.289697,-11.452742,-14.281319,-4.769099,-9.869626,-7.155676,1.482168,0.000000,0.000000
4.440,2026-04-09 12:18:30.397811,-18.139050,-11.610944,-17.246307,-13.537503,-6.207633,-16.219635,-13.165692,-0.949250,0.000000,0.000000
4.444,2026-04-09 12:18:30.401811,-13.780660,-16.502157,-20.443338,-13.710701,-7.816980,-18.367264,-17.964935,-3.014096,0.000000,0.000000
4.448,2026-04-09 12:18:30.405811,-9.604899,-17.829800,-21.324347,-16.645885,-9.417326,-16.141262,-23.067926,-1.681057,0.000000,0.000000
4.452,2026-04-09 12:18:30.409811,-8.317927,-16.597412,-17.370987,-19.547781,-9.793689,-12.153412,-25.289423,-2.459432,0.000000,0.000000
4.456,2026-04-09 12:18:30.413811,-9.932493,-14.896446,-8.906262,-20.160534,-9.857216,-9.591481,-23.125498,-5.648428,0.000000,0.000000
4.460,2026-04-09 12:18:30.417811,-11.479963,-12.941104,-5.327136,-17.957220,-11.785902,-8.847041,-19.977060,-7.704890,0.000000,0.000000
4.464,2026-04-09 12:18:30.421811,-10.543989,-11.605558,-7.752336,-11.194150,-13.888428,-6.852427,-16.274420,-6.675849,0.000000,0.000000
4.468,2026-04-09 12:18:30.425811,-6.200411,-8.992783,-8.571597,-2.282886,-13.588651,-2.293229,-10.067739,-3.797596,0.000000,0.000000
4.472,2026-04-09 12:18:30.429811,0.939028,-2.246078,-4.796876,4.598662,-10.613668,2.351794,-1.831041,-1.993851,0.000000,0.000000
4.476,2026-04-09 12:18:30.433811,9.450650,5.591937,1.556989,10.069217,-5.788355,6.232703,5.056812,-0.267005,0.000000,0.000000
4.480,2026-04-09 12:18:30.437811,15.990079,10.783689,7.376116,15.479294,-1.172121,9.260686,8.964729,2.287297,0.000000,0.000000
4.484,2026-04-09 12:18:30.441811,20.270107,14.370761,11.316069,19.994822,2.997702,9.528806,11.559530,3.982105,0.000000,0.000000
4.488,2026-04-09 12:18:30.445811,22.763565,18.429724,13.477427,21.178238,7.632033,8.302361,12.898794,4.838751,0.000000,0.000000
4.492,2026-04-09 12:18:30.449811,22.337646,23.649057,14.064178,17.374863,12.513486,10.068629,14.025350,5.639398,5.000000,0.000000
4.496,2026-04-09 12:18:30.453811,19.001440,27.436453,14.084358,11.685872,18.758484,14.549457,16.531948,7.564584,5.000000,0.000000
4.500,2026-04-09 12:18:30.457811,14.035756,27.442413,13.417273,8.627437,25.134680,15.440680,17.462626,10.435173,5.000000,0.000000
4.504,2026-04-09 12:18:30.461811,9.656424,25.273392,9.865338,8.128331,26.814144,11.338875,15.132403,10.319806,5.000000,0.000000
4.508,2026-04-09 12:18:30.465811,7.136451,21.610561,3.474859,7.562505,23.266373,8.156499,11.333687,6.971202,5.000000,0.000000
4.512,2026-04-09 12:18:30.469811,6.905749,16.442148,0.282509,6.685287,16.220043,7.753680,8.230537,4.516998,5.000000,0.000000
4.516,2026-04-09 12:18:30.473811,6.243114,12.072431,2.614632,5.415417,7.926284,7.196438,7.883303,2.861592,5.000000,0.000000
4.520,2026-04-09 12:18:30.477811,3.578261,8.658155,3.761249,0.987528,1.981244,5.714942,7.526823,2.403695,5.000000,0.000000
4.524,2026-04-09 12:18:30.481811,-0.875116,5.885162,1.273485,-6.756247,-3.066225,1.891908,3.489875,4.287753,5.000000,0.000000
4.528,2026-04-09 12:18:30.485811,-7.364326,2.829904,-3.108591,-15.751689,-8.708435,-4.255070,-2.612754,3.772639,5.000000,0.000000
4.532,2026-04-09 12:18:30.489811,-12.686079,-2.481322,-9.295117,-24.116547,-12.692302,-10.255203,-8.395640,-1.928651,5.000000,0.000000
4.536,2026-04-09 12:18:30.493811,-16.683605,-7.128153,-14.739667,-28.438320,-14.593455,-14.623364,-11.993025,-8.375412,5.000000,0.000000
4.540,2026-04-09 12:18:30.497811,-20.715113,-8.992450,-15.775622,-26.137405,-16.594437,-16.012064,-13.339831,-11.459433,5.000000,0.000000
4.544,2026-04-09 12:18:30.501811,-23.010067,-9.906660,-13.094134,-19.902796,-18.962551,-15.514087,-14.616461,-11.725540,5.000000,0.000000
4.548,2026-04-09 12:18:30.505811,-24.002209,-11.393806,-11.486267,-15.019485,-20.454967,-14.594151,-14.718287,-11.391429,5.000000,0.000000
4.552,2026-04-09 12:18:30.509811,-22.588394,-13.345589,-12.975993,-12.000234,-21.362497,-11.482908,-11.590465,-9.881630,5.000000,0.000000
4.556,2026-04-09 12:18:30.513811,-17.759903,-13.419728,-14.045804,-10.151240,-19.920498,-6.888612,-6.360806,-6.291579,5.000000,0.000000
4.560,2026-04-09 12:18:30.517811,-12.964048,-10.108974,-10.286690,-9.684924,-14.498126,-4.794421,-2.153625,-3.594753,5.000000,0.000000
4.564,2026-04-09 12:18:30.521811,-8.883657,-4.043899,-3.064302,-8.976758,-8.744247,-4.123679,-0.789533,-3.509841,5.000000,0.000000
4.568,2026-04-09 12:18:30.525811,-4.412557,2.627734,2.547102,-6.949589,-5.086147,-2.152612,-1.148684,-2.764801,5.000000,0.000000
4.572,2026-04-09 12:18:30.529811,0.861396,7.429265,5.451818,-3.582442,-2.388022,1.011547,-0.820673,0.851679,5.000000,0.000000
4.576,2026-04-09 12:18:30.533811,6.410636,9.806447,8.208374,1.443974,0.291045,5.167952,1.555458,4.354842,5.000000,0.000000
4.580,2026-04-09 12:18:30.537811,11.554037,11.078771,11.225281,7.116084,3.664896,9.057440,5.035627,6.149024,5.000000,0.000000
4.584,2026-04-09 12:18:30.541811,15.117169,12.828848,12.196157,11.800659,6.440435,11.774791,9.158513,8.673338,5.000000,0.000000
4.588,2026-04-09 12:18:30.545811,14.932263,14.581625,11.761516,16.524231,8.012360,13.736130,12.379156,13.231265,5.000000,0.000000
4.592,2026-04-09 12:18:30.549811,12.495781,15.286993,11.208348,21.440165,8.666794,14.769803,12.183619,16.815090,5.000000,0.000000
4.596,2026-04-09 12:18:30.553811,9.901004,13.490990,10.385321,24.212170,8.241524,13.157901,10.756785,17.534781,5.000000,0.000000
4.600,2026-04-09 12:18:30.557811,8.811137,10.634929,11.030502,23.899054,8.226700,9.052420,10.503423,17.284418,5.000000,0.000000
4.604,2026-04-09 12:18:30.561811,10.132292,9.597308,11.840909,22.195156,8.430575,7.056077,10.861296,15.523074,5.000000,0.000000
4.608,2026-04-09 12:18:30.565811,12.268150,8.342153,11.212379,20.130899,7.623324,7.297549,10.433972,11.139662,5.000000,0.000000
4.612,2026-04-09 12:18:30.569811,12.988605,7.336195,10.280271,14.996765,5.453261,5.759023,7.623044,6.529394,5.000000,0.000000
4.616,2026-04-09 12:18:30.573811,11.018387,7.575082,8.585492,6.424553,1.017026,3.602777,3.367862,3.364217,5.000000,0.000000
4.620,2026-04-09 12:18:30.577811,8.253346,5.813650,6.449355,-1.733255,-4.740135,4.441653,-1.558125,0.433285,5.000000,0.000000
4.624,2026-04-09 12:18:30.581811,5.707886,1.300181,3.252831,-7.792395,-9.464699,6.925148,-5.720501,-2.483841,5.000000,0.000000
4.628,2026-04-09 12:18:30.585811,2.451740,-3.929316,-3.355400,-11.225039,-11.369321,6.338512,-4.892484,-4.735840,5.000000,0.000000
4.632,2026-04-09 12:18:30.589811,-0.874880,-7.938730,-11.177336,-13.013510,-10.810575,2.383401,-0.386945,-7.670634,5.000000,0.000000
4.636,2026-04-09 12:18:30.593811,-3.853349,-9.951612,-16.165430,-14.012342,-10.285642,-5.271967,0.273519,-11.101089,5.000000,0.000000
4.640,2026-04-09 12:18:30.597811,-6.764858,-10.355520,-18.996164,-13.578090,-11.733055,-14.769753,-3.735773,-13.552943,5.000000,0.000000
4.644,2026-04-09 12:18:30.601811,-8.495934,-10.729828,-20.267136,-14.587323,-15.136065,-18.782833,-8.583240,-15.503247,5.000000,0.000000
4.648,2026-04-09 12:18:30.605811,-9.799238,-13.663373,-19.159271,-16.937460,-17.435959,-17.072170,-12.730914,-16.163168,5.000000,0.000000
4.652,2026-04-09 12:18:30.609811,-12.493360,-17.729242,-16.881128,-16.402187,-15.603430,-13.922847,-14.320082,-15.369128,5.000000,0.000000
4.656,2026-04-09 12:18:30.613811,-14.574971,-18.754435,-13.485352,-12.751524,-9.808652,-10.213788,-12.754936,-12.677589,5.000000,0.000000
4.660,2026-04-09 12:18:30.617811,-14.641823,-15.143229,-8.881139,-9.864309,-3.820323,-6.069299,-9.351148,-8.860014,5.000000,0.000000
4.664,2026-04-09 12:18:30.621811,-11.959241,-8.416273,-4.825480,-7.884515,-1.680378,-2.459081,-5.505091,-5.883827,5.000000,0.000000
4.668,2026-04-09 12:18:30.625811,-8.133891,-1.948281,-1.353123,-3.693367,-2.649391,-0.476057,-0.567761,-3.486217,5.000000,0.000000
4.672,2026-04-09 12:18:30.629811,-5.313674,1.117156,-0.537669,0.106724,-2.459998,0.641564,3.162409,-2.007484,5.000000,0.000000
4.676,2026-04-09 12:18:30.633811,-0.987704,0.955567,-3.837455,1.697816,-0.046408,1.806758,2.807070,-1.212211,5.000000,0.000000
4.680,2026-04-09 12:18:30.637811,4.059169,2.404539,-6.843142,2.105571,1.899718,2.104982,1.784457,-0.413046,5.000000,0.000000
4.684,2026-04-09 12:18:30.641811,8.727338,6.577048,-6.409845,1.486630,4.984211,2.075274,3.782190,1.202698,5.000000,0.000000
4.688,2026-04-09 12:18:30.645811,13.676292,10.748884,-1.841861,2.062410,10.181254,3.781599,9.930685,3.644334,5.000000,0.000000
4.692,2026-04-09 12:18:30.649811,16.461477,15.598552,4.432536,4.707129,12.848315,5.805350,16.145452,7.338007,0.000000,0.000000
4.696,2026-04-09 12:18:30.653811,15.250427,20.226068,7.899951,9.401726,13.367407,4.980776,17.668814,11.357246,0.000000,0.000000
4.700,2026-04-09 12:18:30.657811,12.121185,22.574015,7.925932,15.292053,15.486845,2.947471,16.364756,13.286450,0.000000,0.000000
4.704,2026-04-09 12:18:30.661811,8.852824,22.867947,7.128409,19.189112,17.230530,3.186164,14.951292,13.518599,0.000000,0.000000
4.708,2026-04-09 12:18:30.665811,4.676365,19.687140,7.332741,18.733170,15.837265,4.422546,14.954521,11.906507,0.000000,0.000000
4.712,2026-04-09 12:18:30.669811,2.518440,13.467253,7.875542,15.052015,13.067830,4.046279,14.896833,8.937811,0.000000,0.000000
4.716,2026-04-09 12:18:30.673811,2.939474,4.993773,8.826648,12.259283,10.606265,3.280979,10.290792,6.230101,0.000000,0.000000
4.720,2026-04-09 12:18:30.677811,1.439977,-6.350978,11.054237,8.461812,7.832247,2.689582,1.975873,2.709610,0.000000,0.000000
4.724,2026-04-09 12:18:30.681811,-2.146654,-15.424978,11.015112,-0.155753,5.257375,-0.866463,-5.050132,-2.162290,0.000000,0.000000
4.728,2026-04-09 12:18:30.685811,-5.460380,-16.163254,5.544469,-7.474621,3.925077,-7.556518,-9.167760,-6.819697,0.000000,0.000000
4.732,2026-04-09 12:18:30.689811,-7.686853,-11.026802,-1.763384,-9.030919,1.075597,-12.236102,-11.030418,-9.823148,0.000000,0.000000
4.736,2026-04-09 12:18:30.693811,-9.449249,-8.285916,-8.516081,-10.572348,-5.008619,-13.648466,-11.861580,-10.378538,0.000000,0.000000
4.740,2026-04-09 12:18:30.697811,-10.881978,-9.711635,-14.524137,-14.624263,-10.893476,-14.275671,-11.853841,-8.920955,0.000000,0.000000
4.744,2026-04-09 12:18:30.701811,-11.202670,-12.478467,-17.257010,-14.478455,-14.193875,-13.997310,-9.552269,-7.438074,0.000000,0.000000
4.748,2026-04-09 12:18:30.705811,-10.874066,-15.430580,-17.925303,-9.370483,-14.144829,-13.754506,-9.045255,-8.348541,0.000000,0.000000
4.752,2026-04-09 12:18:30.709811,-9.406827,-15.802052,-18.886944,-7.192573,-12.306020,-15.106877,-13.092018,-12.356206,0.000000,0.000000
4.756,2026-04-09 12:18:30.713811,-6.943072,-13.175917,-20.302029,-9.832756,-11.758619,-15.291166,-14.521237,-18.130569,0.000000,0.000000
4.760,2026-04-09 12:18:30.717811,-6.698821,-10.072508,-21.914856,-14.251203,-10.794810,-12.641142,-8.832306,-20.725403,0.000000,0.000000
4.764,2026-04-09 12:18:30.721811,-8.519606,-7.392863,-20.437628,-17.034790,-7.955306,-7.790670,-0.015269,-16.285965,0.000000,0.000000
4.768,2026-04-09 12:18:30.725811,-9.311584,-4.759079,-14.013708,-17.063961,-5.313554,-1.501705,6.624181,-8.862730,0.000000,0.000000
4.772,2026-04-09 12:18:30.729811,-7.291374,-3.049858,-5.666140,-13.916380,-4.119164,3.570650,8.874112,-2.416226,0.000000,0.000000
4.776,2026-04-09 12:18:30.733811,-2.327592,-2.102586,1.208198,-6.301523,-2.039030,7.242996,7.915932,3.293819,0.000000,0.000000
4.780,2026-04-09 12:18:30.737811,3.442443,0.920519,7.235126,0.213827,3.422601,10.056206,5.836647,8.396487,0.000000,0.000000
4.784,2026-04-09 12:18:30.741811,9.185629,6.944804,12.580032,2.191175,7.905722,11.073967,4.258155,11.181912,0.000000,0.000000
4.788,2026-04-09 12:18:30.745811,13.776822,12.916013,15.437436,5.002687,9.479810,11.678868,4.112881,12.230138,0.000000,0.000000
4.792,2026-04-09 12:18:30.749811,15.999290,15.593875,15.846257,9.246448,11.928409,13.557109,6.414752,13.110707,0.000000,0.000000
4.796,2026-04-09 12:18:30.753811,16.093557,15.778198,15.671483,10.116498,15.314816,15.305746,10.437263,12.423592,0.000000,0.000000
4.800,2026-04-09 12:18:30.757811,14.457365,15.530615,16.195141,8.854223,17.736567,17.850824,14.740962,11.205373,0.000000,0.000000
4.804,2026-04-09 12:18:30.761811,12.365170,14.537169,15.073855,9.152670,18.360708,20.755142,18.577322,10.297852,0.000000,0.000000
4.808,2026-04-09 12:18:30.765811,9.687045,12.111586,13.798828,8.909689,18.253077,19.801620,18.311117,8.189178,0.000000,0.000000
4.812,2026-04-09 12:18:30.769811,7.806575,8.080839,14.327103,6.590639,17.338654,15.647833,14.668582,4.434203,4.000000,0.000000
4.816,2026-04-09 12:18:30.773811,7.577143,3.939980,12.019468,6.153227,11.504921,12.041496,12.488197,-0.318049,4.000000,0.000000
4.820,2026-04-09 12:18:30.777811,8.073413,1.574398,6.163443,8.865117,1.027189,8.515821,10.741374,-3.429761,4.000000,0.000000
4.824,2026-04-09 12:18:30.781811,8.765783,-2.120133,0.502462,10.172356,-7.405444,2.532162,7.551145,-4.140586,4.000000,0.000000
4.828,2026-04-09 12:18:30.785811,7.183978,-8.684889,-5.533610,5.637202,-11.143507,-3.619644,4.177363,-5.186969,4.000000,0.000000
4.832,2026-04-09 12:18:30.789811,2.938153,-13.093184,-12.352669,-3.587058,-12.350889,-9.214572,1.101982,-7.342752,4.000000,0.000000
4.836,2026-04-09 12:18:30.793811,-1.854129,-13.408467,-15.909717,-11.213089,-12.812859,-14.961568,-2.036860,-11.328087,4.000000,0.000000
4.840,2026-04-09 12:18:30.797811,-6.544489,-11.770436,-14.285853,-13.576838,-13.192671,-19.784475,-6.221247,-17.412588,4.000000,0.000000
4.844,2026-04-09 12:18:30.801811,-10.161629,-10.058330,-11.598000,-12.115527,-15.067261,-23.352905,-12.394567,-21.323074,4.000000,0.000000
4.848,2026-04-09 12:18:30.805811,-10.706555,-11.893280,-10.519537,-11.309006,-17.042578,-23.658777,-19.066097,-20.454630,4.000000,0.000000
4.852,2026-04-09 12:18:30.809811,-11.664134,-17.044888,-9.089605,-13.624560,-14.065025,-18.489889,-22.042019,-16.491018,4.000000,0.000000
4.856,2026-04-09 12:18:30.813811,-15.475690,-18.322235,-8.916862,-15.183218,-8.719289,-10.342265,-18.750671,-11.048491,4.000000,0.000000
4.860,2026-04-09 12:18:30.817811,-17.032715,-13.893026,-10.150439,-13.368924,-5.799470,-2.938180,-12.379463,-5.212406,4.000000,0.000000
4.864,2026-04-09 12:18:30.821811,-15.550448,-9.367200,-8.380911,-8.318657,-4.045985,2.983299,-8.535708,-2.142703,4.000000,0.000000
4.868,2026-04-09 12:18:30.825811,-14.343251,-5.264514,-3.561393,-2.198657,-1.895376,4.594986,-7.817675,-1.379295,4.000000,0.000000
4.872,2026-04-09 12:18:30.829811,-11.822248,0.239535,2.531869,1.518925,-0.228184,1.629041,-5.882465,1.499380,4.000000,0.000000
4.876,2026-04-09 12:18:30.833811,-6.458662,3.205406,9.927638,4.095805,-0.308203,0.837109,-0.289610,4.183378,4.000000,0.000000
4.880,2026-04-09 12:18:30.837811,-0.126360,2.963453,15.219908,7.804610,-1.145665,4.709559,4.874676,4.243026,4.000000,0.000000
4.884,2026-04-09 12:18:30.841811,6.412341,3.846827,16.489147,10.856235,-0.486503,8.958885,6.674793,5.238948,4.000000,0.000000
4.888,2026-04-09 12:18:30.845811,11.813011,6.853857,18.198593,12.002904,1.955007,11.445730,7.956690,8.809598,4.000000,0.000000
4.892,2026-04-09 12:18:30.849811,13.881905,11.956114,23.206940,15.330566,5.787918,12.479452,8.359091,13.747267,4.000000,0.000000
4.896,2026-04-09 12:18:30.853811,12.772850,18.321072,28.604324,20.868881,10.953354,12.924263,8.425825,18.641659,4.000000,0.000000
4.900,2026-04-09 12:18:30.857811,10.528834,21.688410,28.316433,23.409130,17.311701,13.547630,10.951541,21.933996,4.000000,0.000000
4.904,2026-04-09 12:18:30.861811,9.448158,18.689331,21.196283,23.817728,22.866467,14.253410,12.733688,21.149893,4.000000,0.000000
4.908,2026-04-09 12:18:30.865811,10.947548,11.700043,12.555150,24.107647,23.075617,13.970128,10.481715,15.928500,4.000000,0.000000
4.912,2026-04-09 12:18:30.869811,12.023842,4.684278,5.818327,21.562754,16.762695,10.267682,6.378166,10.077047,4.000000,0.000000
4.916,2026-04-09 12:18:30.873811,8.773033,0.196897,0.559570,15.451307,7.193277,3.827328,1.247152,5.615836,4.000000,0.000000
4.920,2026-04-09 12:18:30.877811,1.900483,-0.732708,-4.507014,7.852444,0.201590,-2.369373,-5.365875,1.523293,4.000000,0.000000
4.924,2026-04-09 12:18:30.881811,-4.819978,0.233370,-7.687502,-0.171866,-2.736427,-5.557356,-11.577332,-4.263770,4.000000,0.000000
4.928,2026-04-09 12:18:30.885811,-9.450439,2.296085,-6.279700,-6.574211,-5.314521,-4.599851,-15.326790,-10.459826,4.000000,0.000000
4.932,2026-04-09 12:18:30.889811,-13.844330,3.520033,-3.146779,-8.891477,-8.146713,-3.263712,-14.341652,-13.416998,4.000000,0.000000
4.936,2026-04-09 12:18:30.893811,-16.723791,-0.748739,-1.830742,-8.374739,-11.437239,-3.127265,-10.911105,-14.192912,4.000000,0.000000
4.940,2026-04-09 12:18:30.897811,-17.110605,-9.462753,-2.538051,-7.443145,-14.325015,-2.360067,-10.460579,-15.178574,4.000000,0.000000
4.944,2026-04-09 12:18:30.901811,-16.784826,-16.191723,-4.932334,-6.507052,-14.792394,-2.505242,-14.045439,-15.352011,4.000000,0.000000
4.948,2026-04-09 12:18:30.905811,-15.331128,-20.258600,-7.543842,-5.118030,-15.105845,-5.021880,-20.389578,-15.490820,4.000000,0.000000
4.952,2026-04-09 12:18:30.909811,-11.642334,-22.899685,-9.241850,-5.393610,-16.085032,-8.712889,-27.231369,-16.042246,4.000000,0.000000
4.956,2026-04-09 12:18:30.913811,-7.190684,-22.624685,-8.080536,-7.493279,-15.194603,-14.194570,-29.893688,-12.261023,4.000000,0.000000
4.960,2026-04-09 12:18:30.917811,-6.179151,-20.035900,-4.400621,-8.312201,-13.409131,-20.058344,-25.369589,-5.768232,4.000000,0.000000
4.964,2026-04-09 12:18:30.921811,-6.314303,-16.729412,-2.966819,-8.686119,-12.463016,-21.318186,-16.343424,-1.967938,4.000000,0.000000
4.968,2026-04-09 12:18:30.925811,-3.887596,-12.020358,-3.882179,-6.932600,-9.592293,-17.232357,-6.309249,-0.814278,4.000000,0.000000
4.972,2026-04-09 12:18:30.929811,-1.346779,-4.292700,-3.541837,-2.171634,-4.359855,-10.230481,2.800201,-1.574262,4.000000,0.000000
4.976,2026-04-09 12:18:30.933811,1.224748,3.934104,0.011978,1.400774,-0.369606,-0.846475,8.315455,-2.785964,4.000000,0.000000
4.980,2026-04-09 12:18:30.937811,4.473262,9.002429,6.649982,1.944808,3.423408,8.167709,9.879868,0.311399,4.000000,0.000000
4.984,2026-04-09 12:18:30.941811,7.139381,11.793719,13.090569,1.795321,8.315376,12.104841,10.822726,8.169373,4.000000,0.000000
4.988,2026-04-09 12:18:30.945811,8.113866,14.116774,16.478058,4.547606,12.307897,11.859120,13.059349,14.417661,4.000000,0.000000
4.992,2026-04-09 12:18:30.949811,7.434092,15.791789,16.757746,8.389928,15.108706,10.679342,14.601593,15.914053,4.000000,0.000000
4.996,2026-04-09 12:18:30.953811,7.312949,16.113745,15.435534,11.182637,17.570389,7.969164,14.218944,15.199156,4.000000,0.000000
5.000,2026-04-09 12:18:30.957811,9.874316,15.008914,16.041500,13.500308,19.724697,4.390048,13.717097,14.861880,4.000000,0.000000
5.004,2026-04-09 12:18:30.961811,13.660617,12.823502,18.586685,14.236257,20.831656,3.172078,13.661420,14.812422,4.000000,0.000000
5.008,2026-04-09 12:18:30.965811,15.334516,8.674624,18.166925,13.345015,20.789383,3.547527,13.493115,15.305570,0.000000,0.000000
5.012,2026-04-09 12:18:30.969811,13.807037,3.425769,12.493973,11.578741,18.856466,4.632282,13.859236,15.892871,0.000000,0.000000
5.016,2026-04-09 12:18:30.973811,10.040487,1.264291,3.808055,9.911367,14.440033,5.101866,13.699122,13.583333,0.000000,0.000000
5.020,2026-04-09 12:18:30.977811,5.308803,3.000345,-3.702207,7.194620,7.055428,3.392032,11.168152,8.827863,0.000000,0.000000
5.024,2026-04-09 12:18:30.981811,-0.096899,4.388470,-9.282071,0.069414,-0.505720,1.178430,6.980681,4.061976,0.000000,0.000000
5.028,2026-04-09 12:18:30.985811,-4.637557,3.117343,-12.857376,-7.218691,-4.499198,-1.762818,3.802320,-1.619076,0.000000,0.000000
5.032,2026-04-09 12:18:30.989811,-6.206027,0.287949,-12.842654,-9.750920,-7.978544,-4.839380,1.315445,-7.968086,0.000000,0.000000
5.036,2026-04-09 12:18:30.993811,-5.925800,-3.357858,-12.676564,-11.303014,-10.870499,-6.975142,-4.461065,-12.798106,0.000000,0.000000
5.040,2026-04-09 12:18:30.997811,-6.041946,-7.935640,-13.606517,-12.988484,-11.665393,-10.434278,-12.959555,-17.096355,0.000000,0.000000
5.044,2026-04-09 12:18:31.001811,-6.895730,-13.599493,-12.668198,-12.663162,-13.587515,-14.471982,-18.690308,-21.433676,0.000000,0.000000
5.048,2026-04-09 12:18:31.005811,-7.851048,-17.309317,-10.996964,-11.921077,-16.044714,-16.916916,-20.010803,-22.360022,0.000000,0.000000
5.052,2026-04-09 12:18:31.009811,-7.617671,-17.464624,-10.688637,-11.876411,-15.076439,-16.295055,-19.870785,-19.469839,0.000000,0.000000
5.056,2026-04-09 12:18:31.013811,-6.579178,-17.836203,-10.791639,-13.898239,-11.648291,-12.720433,-19.140030,-16.324703,0.000000,0.000000
5.060,2026-04-09 12:18:31.017811,-5.486866,-18.543406,-9.943106,-18.246252,-10.451546,-10.065030,-15.218695,-12.362821,0.000000,0.000000
5.064,2026-04-09 12:18:31.021811,-3.701835,-17.288538,-7.638208,-20.721746,-10.851089,-7.702840,-8.038508,-6.744371,0.000000,0.000000
5.068,2026-04-09 12:18:31.025811,-3.135358,-13.279704,-4.376620,-19.305857,-10.743794,-3.561963,0.508561,-1.967576,0.000000,0.000000
5.072,2026-04-09 12:18:31.029811,-1.889748,-6.878379,-1.608301,-15.562813,-7.637846,0.380589,7.228797,1.059903,0.000000,0.000000
5.076,2026-04-09 12:18:31.033811,3.222963,-0.470150,1.515074,-8.658954,-0.580087,3.128297,9.532318,2.109594,0.000000,0.000000
5.080,2026-04-09 12:18:31.037811,7.731669,6.022559,5.913718,1.832823,7.445991,4.365533,10.007054,2.878427,0.000000,0.000000
5.084,2026-04-09 12:18:31.041811,9.439755,11.662407,10.846967,10.711368,15.295758,5.905710,10.516109,6.311984,0.000000,0.000000
5.088,2026-04-09 12:18:31.045811,12.487434,14.101479,14.191809,14.606504,18.943390,11.195361,11.283470,12.628035,0.000000,0.000000
5.092,2026-04-09 12:18:31.049811,16.378750,15.721530,13.796605,14.809711,16.882416,18.280819,12.401968,19.618053,0.000000,0.000000
